order_item_id,order_id,order_date,product_id,product_name,product_category,production_lead_days,quantity,unit_price,order_item_value,customer_name,customer_type,country,region_name
"1262","634","2026-12-29","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","22","4838.07","106437.54","Atlantic Sky Airlines","Airline","United States","North America"
"1263","634","2026-12-29","22","FlightCell Backup Battery Unit","Electrical Systems","30","7","12722.45","89057.15","Atlantic Sky Airlines","Airline","United States","North America"
"1264","634","2026-12-29","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","5","28631.18","143155.90","Atlantic Sky Airlines","Airline","United States","North America"
"1285","645","2026-08-25","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","5","41155.95","205779.75","Atlantic Sky Airlines","Airline","United States","North America"
"1286","645","2026-08-25","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","6","28281.54","169689.24","Atlantic Sky Airlines","Airline","United States","North America"
"1287","645","2026-08-25","9","SkyFrame Structural Support Panel","Aircraft Components","40","3","23971.31","71913.93","Atlantic Sky Airlines","Airline","United States","North America"
"1291","648","2025-11-17","22","FlightCell Backup Battery Unit","Electrical Systems","30","10","12305.82","123058.20","Atlantic Sky Airlines","Airline","United States","North America"
"1292","648","2025-11-17","1","AeroNav Flight Management Unit","Avionics Systems","60","3","86882.05","260646.15","Atlantic Sky Airlines","Airline","United States","North America"
"1293","648","2025-11-17","19","AeroPower Distribution Panel","Electrical Systems","40","9","31377.05","282393.45","Atlantic Sky Airlines","Airline","United States","North America"
"1367","685","2026-08-15","9","SkyFrame Structural Support Panel","Aircraft Components","40","3","23690.46","71071.38","Atlantic Sky Airlines","Airline","United States","North America"
"1368","685","2026-08-15","26","AeroCabin LED Lighting System","Cabin Systems","20","13","6192.40","80501.20","Atlantic Sky Airlines","Airline","United States","North America"
"1394","698","2025-04-15","25","NexaSeat Passenger Seat Module","Cabin Systems","30","5","8627.00","43135.00","Atlantic Sky Airlines","Airline","United States","North America"
"1422","713","2025-11-21","9","SkyFrame Structural Support Panel","Aircraft Components","40","5","24018.93","120094.65","Atlantic Sky Airlines","Airline","United States","North America"
"1444","725","2025-06-29","15","NexaTurbine Nozzle Assembly","Engine Components","110","3","177730.52","533191.56","Atlantic Sky Airlines","Airline","United States","North America"
"1508","758","2025-07-27","9","SkyFrame Structural Support Panel","Aircraft Components","40","2","24199.58","48399.16","Atlantic Sky Airlines","Airline","United States","North America"
"1509","758","2025-07-27","8","NexaGear Landing Gear Actuator","Aircraft Components","70","6","66412.50","398475.00","Atlantic Sky Airlines","Airline","United States","North America"
"1510","758","2025-07-27","2","SkyLink Communication Control Unit","Avionics Systems","50","3","61074.57","183223.71","Atlantic Sky Airlines","Airline","United States","North America"
"1542","774","2025-12-06","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","8","9978.70","79829.60","Atlantic Sky Airlines","Airline","United States","North America"
"1543","774","2025-12-06","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","5","18530.74","92653.70","Atlantic Sky Airlines","Airline","United States","North America"
"1544","774","2025-12-06","24","PowerLink Generator Control Unit","Electrical Systems","50","2","45464.77","90929.54","Atlantic Sky Airlines","Airline","United States","North America"
"1685","841","2025-07-17","3","Horizon Weather Radar Module","Avionics Systems","45","1","46769.89","46769.89","Atlantic Sky Airlines","Airline","United States","North America"
"1774","890","2026-04-28","16","PowerFlow Combustion Liner","Engine Components","95","2","132509.40","265018.80","Atlantic Sky Airlines","Airline","United States","North America"
"1775","890","2026-04-28","15","NexaTurbine Nozzle Assembly","Engine Components","110","2","173809.92","347619.84","Atlantic Sky Airlines","Airline","United States","North America"
"1800","903","2025-04-01","24","PowerLink Generator Control Unit","Electrical Systems","50","4","45234.28","180937.12","Atlantic Sky Airlines","Airline","United States","North America"
"1801","903","2025-04-01","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","2","18585.81","37171.62","Atlantic Sky Airlines","Airline","United States","North America"
"1828","920","2026-01-25","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","72260.15","216780.45","Atlantic Sky Airlines","Airline","United States","North America"
"1829","920","2026-01-25","18","EngineGuard Thermal Sensor Module","Engine Components","60","1","78114.28","78114.28","Atlantic Sky Airlines","Airline","United States","North America"
"1830","920","2026-01-25","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","4","29736.09","118944.36","Atlantic Sky Airlines","Airline","United States","North America"
"1946","976","2025-05-12","6","NexaVision Cockpit Display Unit","Avionics Systems","65","1","93139.30","93139.30","Atlantic Sky Airlines","Airline","United States","North America"
"1947","976","2025-05-12","20","NexaVolt Power Control Unit","Electrical Systems","35","2","27291.45","54582.90","Atlantic Sky Airlines","Airline","United States","North America"
"1965","987","2026-06-20","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","2","28915.38","57830.76","Atlantic Sky Airlines","Airline","United States","North America"
"1994","1003","2025-09-28","8","NexaGear Landing Gear Actuator","Aircraft Components","70","2","68377.52","136755.04","Atlantic Sky Airlines","Airline","United States","North America"
"1995","1003","2025-09-28","3","Horizon Weather Radar Module","Avionics Systems","45","2","47188.89","94377.78","Atlantic Sky Airlines","Airline","United States","North America"
"2042","1030","2026-05-30","4","AeroSense Air Data Computer","Avionics Systems","40","1","37425.06","37425.06","Atlantic Sky Airlines","Airline","United States","North America"
"2043","1030","2026-05-30","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","1","43192.33","43192.33","Atlantic Sky Airlines","Airline","United States","North America"
"2073","1044","2026-01-01","4","AeroSense Air Data Computer","Avionics Systems","40","1","37518.86","37518.86","Atlantic Sky Airlines","Airline","United States","North America"
"2074","1044","2026-01-01","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","28488.89","85466.67","Atlantic Sky Airlines","Airline","United States","North America"
"2090","1050","2026-01-04","3","Horizon Weather Radar Module","Avionics Systems","45","3","47684.29","143052.87","Atlantic Sky Airlines","Airline","United States","North America"
"2174","1090","2026-01-30","8","NexaGear Landing Gear Actuator","Aircraft Components","70","1","67776.80","67776.80","Atlantic Sky Airlines","Airline","United States","North America"
"2175","1090","2026-01-30","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","3","18109.07","54327.21","Atlantic Sky Airlines","Airline","United States","North America"
"2176","1090","2026-01-30","28","FlightPanel Interior Control Module","Cabin Systems","25","23","7368.48","169475.04","Atlantic Sky Airlines","Airline","United States","North America"
"2185","1094","2026-11-07","25","NexaSeat Passenger Seat Module","Cabin Systems","30","21","8610.76","180825.96","Atlantic Sky Airlines","Airline","United States","North America"
"2186","1094","2026-11-07","3","Horizon Weather Radar Module","Avionics Systems","45","1","49092.44","49092.44","Atlantic Sky Airlines","Airline","United States","North America"
"2216","1109","2026-11-07","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","19","11175.07","212326.33","Atlantic Sky Airlines","Airline","United States","North America"
"2217","1109","2026-11-07","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","8","4902.44","39219.52","Atlantic Sky Airlines","Airline","United States","North America"
"2252","1127","2026-06-03","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","5","18592.57","92962.85","Atlantic Sky Airlines","Airline","United States","North America"
"2253","1127","2026-06-03","4","AeroSense Air Data Computer","Avionics Systems","40","2","38239.21","76478.42","Atlantic Sky Airlines","Airline","United States","North America"
"2254","1127","2026-06-03","1","AeroNav Flight Management Unit","Avionics Systems","60","2","83691.31","167382.62","Atlantic Sky Airlines","Airline","United States","North America"
"2341","1177","2025-01-24","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","6","18421.62","110529.72","Atlantic Sky Airlines","Airline","United States","North America"
"2342","1177","2025-01-24","20","NexaVolt Power Control Unit","Electrical Systems","35","6","27684.26","166105.56","Atlantic Sky Airlines","Airline","United States","North America"
"2343","1177","2025-01-24","22","FlightCell Backup Battery Unit","Electrical Systems","30","4","12795.38","51181.52","Atlantic Sky Airlines","Airline","United States","North America"
"2404","1211","2025-01-13","21","SkyWire Electrical Harness System","Electrical Systems","25","7","14968.97","104782.79","Atlantic Sky Airlines","Airline","United States","North America"
"2405","1211","2025-01-13","13","TurbineCore Compressor Blade Set","Engine Components","90","1","142126.53","142126.53","Atlantic Sky Airlines","Airline","United States","North America"
"2406","1211","2025-01-13","3","Horizon Weather Radar Module","Avionics Systems","45","1","48859.40","48859.40","Atlantic Sky Airlines","Airline","United States","North America"
"2417","1219","2026-08-22","2","SkyLink Communication Control Unit","Avionics Systems","50","3","62922.77","188768.31","Atlantic Sky Airlines","Airline","United States","North America"
"2533","1281","2026-12-16","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","70524.03","211572.09","Atlantic Sky Airlines","Airline","United States","North America"
"2549","1290","2025-03-29","25","NexaSeat Passenger Seat Module","Cabin Systems","30","10","8418.55","84185.50","Atlantic Sky Airlines","Airline","United States","North America"
"2550","1290","2025-03-29","24","PowerLink Generator Control Unit","Electrical Systems","50","6","47269.70","283618.20","Atlantic Sky Airlines","Airline","United States","North America"
"2606","1321","2025-07-12","3","Horizon Weather Radar Module","Avionics Systems","45","3","48297.81","144893.43","Atlantic Sky Airlines","Airline","United States","North America"
"2607","1321","2025-07-12","25","NexaSeat Passenger Seat Module","Cabin Systems","30","23","8643.32","198796.36","Atlantic Sky Airlines","Airline","United States","North America"
"2608","1321","2025-07-12","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","3","42433.34","127300.02","Atlantic Sky Airlines","Airline","United States","North America"
"2611","1324","2026-05-04","2","SkyLink Communication Control Unit","Avionics Systems","50","2","60330.57","120661.14","Atlantic Sky Airlines","Airline","United States","North America"
"2612","1324","2026-05-04","19","AeroPower Distribution Panel","Electrical Systems","40","10","32484.69","324846.90","Atlantic Sky Airlines","Airline","United States","North America"
"2613","1324","2026-05-04","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","18","4729.85","85137.30","Atlantic Sky Airlines","Airline","United States","North America"
"2665","1351","2025-07-05","16","PowerFlow Combustion Liner","Engine Components","95","3","130402.88","391208.64","Atlantic Sky Airlines","Airline","United States","North America"
"2666","1351","2025-07-05","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","2","40818.34","81636.68","Atlantic Sky Airlines","Airline","United States","North America"
"2667","1351","2025-07-05","19","AeroPower Distribution Panel","Electrical Systems","40","10","32269.99","322699.90","Atlantic Sky Airlines","Airline","United States","North America"
"2697","1365","2025-05-18","8","NexaGear Landing Gear Actuator","Aircraft Components","70","2","66901.75","133803.50","Atlantic Sky Airlines","Airline","United States","North America"
"2698","1365","2025-05-18","4","AeroSense Air Data Computer","Avionics Systems","40","2","38237.85","76475.70","Atlantic Sky Airlines","Airline","United States","North America"
"2719","1378","2025-01-07","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","28","4925.51","137914.28","Atlantic Sky Airlines","Airline","United States","North America"
"2778","1410","2025-02-21","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","3","9824.02","29472.06","Atlantic Sky Airlines","Airline","United States","North America"
"2779","1410","2025-02-21","21","SkyWire Electrical Harness System","Electrical Systems","25","5","14620.97","73104.85","Atlantic Sky Airlines","Airline","United States","North America"
"2780","1410","2025-02-21","2","SkyLink Communication Control Unit","Avionics Systems","50","2","61548.29","123096.58","Atlantic Sky Airlines","Airline","United States","North America"
"2820","1432","2026-05-14","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","4","17958.40","71833.60","Atlantic Sky Airlines","Airline","United States","North America"
"2844","1445","2026-01-03","26","AeroCabin LED Lighting System","Cabin Systems","20","27","6276.81","169473.87","Atlantic Sky Airlines","Airline","United States","North America"
"2892","1471","2025-03-26","20","NexaVolt Power Control Unit","Electrical Systems","35","9","27894.05","251046.45","Atlantic Sky Airlines","Airline","United States","North America"
"2963","1506","2026-10-21","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","4","43078.18","172312.72","Atlantic Sky Airlines","Airline","United States","North America"
"2964","1506","2026-10-21","4","AeroSense Air Data Computer","Avionics Systems","40","3","37189.26","111567.78","Atlantic Sky Airlines","Airline","United States","North America"
"2965","1506","2026-10-21","19","AeroPower Distribution Panel","Electrical Systems","40","9","32239.37","290154.33","Atlantic Sky Airlines","Airline","United States","North America"
"2981","1514","2026-05-09","18","EngineGuard Thermal Sensor Module","Engine Components","60","2","75537.59","151075.18","Atlantic Sky Airlines","Airline","United States","North America"
"3053","1549","2025-07-16","2","SkyLink Communication Control Unit","Avionics Systems","50","1","61052.57","61052.57","Atlantic Sky Airlines","Airline","United States","North America"
"3054","1549","2025-07-16","25","NexaSeat Passenger Seat Module","Cabin Systems","30","19","8400.06","159601.14","Atlantic Sky Airlines","Airline","United States","North America"
"3058","1552","2025-07-18","9","SkyFrame Structural Support Panel","Aircraft Components","40","6","24582.62","147495.72","Atlantic Sky Airlines","Airline","United States","North America"
"3059","1552","2025-07-18","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","6","28712.65","172275.90","Atlantic Sky Airlines","Airline","United States","North America"
"3060","1552","2025-07-18","8","NexaGear Landing Gear Actuator","Aircraft Components","70","6","66705.45","400232.70","Atlantic Sky Airlines","Airline","United States","North America"
"3162","1602","2025-10-10","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","73283.66","219850.98","Atlantic Sky Airlines","Airline","United States","North America"
"3179","1610","2026-08-04","19","AeroPower Distribution Panel","Electrical Systems","40","6","32818.35","196910.10","Atlantic Sky Airlines","Airline","United States","North America"
"3206","1626","2025-02-11","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","28834.86","86504.58","Atlantic Sky Airlines","Airline","United States","North America"
"3207","1626","2025-02-11","4","AeroSense Air Data Computer","Avionics Systems","40","1","37946.22","37946.22","Atlantic Sky Airlines","Airline","United States","North America"
"23","12","2026-07-17","27","SkyComfort Cabin Air Vent Unit","Cabin Systems","18","26","4840.99","125865.74","FrontierLink Air","Airline","Canada","North America"
"24","12","2026-07-17","26","AeroCabin LED Lighting System","Cabin Systems","20","28","6295.17","176264.76","FrontierLink Air","Airline","Canada","North America"
"25","12","2026-07-17","1","AeroNav Flight Management Unit","Avionics Systems","60","2","86050.16","172100.32","FrontierLink Air","Airline","Canada","North America"
"178","89","2025-09-07","1","AeroNav Flight Management Unit","Avionics Systems","60","2","82875.27","165750.54","FrontierLink Air","Airline","Canada","North America"
"493","244","2025-04-30","21","SkyWire Electrical Harness System","Electrical Systems","25","9","15076.40","135687.60","FrontierLink Air","Airline","Canada","North America"
"494","244","2025-04-30","1","AeroNav Flight Management Unit","Avionics Systems","60","2","87277.68","174555.36","FrontierLink Air","Airline","Canada","North America"
"495","244","2025-04-30","9","SkyFrame Structural Support Panel","Aircraft Components","40","1","24556.55","24556.55","FrontierLink Air","Airline","Canada","North America"
"593","294","2025-06-09","1","AeroNav Flight Management Unit","Avionics Systems","60","1","83566.90","83566.90","FrontierLink Air","Airline","Canada","North America"
"594","294","2025-06-09","3","Horizon Weather Radar Module","Avionics Systems","45","1","48001.68","48001.68","FrontierLink Air","Airline","Canada","North America"
"595","294","2025-06-09","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","6","28818.71","172912.26","FrontierLink Air","Airline","Canada","North America"
"632","316","2026-09-09","28","FlightPanel Interior Control Module","Cabin Systems","25","22","7703.47","169476.34","FrontierLink Air","Airline","Canada","North America"
"656","326","2026-05-29","1","AeroNav Flight Management Unit","Avionics Systems","60","2","83067.49","166134.98","FrontierLink Air","Airline","Canada","North America"
"836","417","2026-06-15","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","6","42372.88","254237.28","FrontierLink Air","Airline","Canada","North America"
"837","417","2026-06-15","13","TurbineCore Compressor Blade Set","Engine Components","90","2","142194.89","284389.78","FrontierLink Air","Airline","Canada","North America"
"838","417","2026-06-15","3","Horizon Weather Radar Module","Avionics Systems","45","3","48534.71","145604.13","FrontierLink Air","Airline","Canada","North America"
"849","422","2026-08-18","26","AeroCabin LED Lighting System","Cabin Systems","20","30","6380.27","191408.10","FrontierLink Air","Airline","Canada","North America"
"850","422","2026-08-18","9","SkyFrame Structural Support Panel","Aircraft Components","40","2","23626.58","47253.16","FrontierLink Air","Airline","Canada","North America"
"908","451","2026-06-12","15","NexaTurbine Nozzle Assembly","Engine Components","110","3","173306.62","519919.86","FrontierLink Air","Airline","Canada","North America"
"1075","538","2026-02-23","29","AeroStorage Overhead Bin Assembly","Cabin Systems","35","29","11003.23","319093.67","FrontierLink Air","Airline","Canada","North America"
"1078","540","2026-12-26","2","SkyLink Communication Control Unit","Avionics Systems","50","1","63191.70","63191.70","FrontierLink Air","Airline","Canada","North America"
"1116","560","2025-12-27","11","FlightCore Control Surface Actuator","Aircraft Components","50","6","36157.22","216943.32","FrontierLink Air","Airline","Canada","North America"
"1125","564","2026-12-26","11","FlightCore Control Surface Actuator","Aircraft Components","50","1","35800.89","35800.89","FrontierLink Air","Airline","Canada","North America"
"1126","564","2026-12-26","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","9","9597.14","86374.26","FrontierLink Air","Airline","Canada","North America"
"1268","636","2026-07-20","8","NexaGear Landing Gear Actuator","Aircraft Components","70","5","68601.15","343005.75","FrontierLink Air","Airline","Canada","North America"
"1269","636","2026-07-20","2","SkyLink Communication Control Unit","Avionics Systems","50","1","62530.66","62530.66","FrontierLink Air","Airline","Canada","North America"
"1303","654","2026-05-12","1","AeroNav Flight Management Unit","Avionics Systems","60","2","86146.41","172292.82","FrontierLink Air","Airline","Canada","North America"
"1304","654","2026-05-12","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","4","28510.83","114043.32","FrontierLink Air","Airline","Canada","North America"
"1397","700","2026-11-25","6","NexaVision Cockpit Display Unit","Avionics Systems","65","1","93955.00","93955.00","FrontierLink Air","Airline","Canada","North America"
"1398","700","2026-11-25","3","Horizon Weather Radar Module","Avionics Systems","45","3","48313.49","144940.47","FrontierLink Air","Airline","Canada","North America"
"1403","704","2025-04-13","11","FlightCore Control Surface Actuator","Aircraft Components","50","6","35552.05","213312.30","FrontierLink Air","Airline","Canada","North America"
"1404","704","2025-04-13","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","1","18109.77","18109.77","FrontierLink Air","Airline","Canada","North America"
"1445","726","2025-01-12","11","FlightCore Control Surface Actuator","Aircraft Components","50","5","35190.12","175950.60","FrontierLink Air","Airline","Canada","North America"
"1446","726","2025-01-12","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","2","28592.70","57185.40","FrontierLink Air","Airline","Canada","North America"
"1447","726","2025-01-12","8","NexaGear Landing Gear Actuator","Aircraft Components","70","5","66127.64","330638.20","FrontierLink Air","Airline","Canada","North America"
"1610","808","2026-05-24","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","5","28448.02","142240.10","FrontierLink Air","Airline","Canada","North America"
"1697","847","2025-06-03","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","3","18782.20","56346.60","FrontierLink Air","Airline","Canada","North America"
"1698","847","2025-06-03","17","AeroDrive Turbine Shaft Assembly","Engine Components","120","3","209384.46","628153.38","FrontierLink Air","Airline","Canada","North America"
"1699","847","2025-06-03","26","AeroCabin LED Lighting System","Cabin Systems","20","7","6077.61","42543.27","FrontierLink Air","Airline","Canada","North America"
"1762","884","2026-11-29","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","1","29274.95","29274.95","FrontierLink Air","Airline","Canada","North America"
"1763","884","2026-11-29","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","3","18189.87","54569.61","FrontierLink Air","Airline","Canada","North America"
"1764","884","2026-11-29","8","NexaGear Landing Gear Actuator","Aircraft Components","70","2","68898.27","137796.54","FrontierLink Air","Airline","Canada","North America"
"1792","899","2026-04-14","26","AeroCabin LED Lighting System","Cabin Systems","20","9","6360.67","57246.03","FrontierLink Air","Airline","Canada","North America"
"1793","899","2026-04-14","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","94695.81","284087.43","FrontierLink Air","Airline","Canada","North America"
"1794","899","2026-04-14","30","NexaSound Cabin Communication Panel","Cabin Systems","30","13","14341.95","186445.35","FrontierLink Air","Airline","Canada","North America"
"1816","913","2025-07-12","11","FlightCore Control Surface Actuator","Aircraft Components","50","3","36706.85","110120.55","FrontierLink Air","Airline","Canada","North America"
"1817","913","2025-07-12","30","NexaSound Cabin Communication Panel","Cabin Systems","30","11","14856.30","163419.30","FrontierLink Air","Airline","Canada","North America"
"1818","913","2025-07-12","2","SkyLink Communication Control Unit","Avionics Systems","50","3","62718.80","188156.40","FrontierLink Air","Airline","Canada","North America"
"1997","1005","2025-02-10","2","SkyLink Communication Control Unit","Avionics Systems","50","2","62626.36","125252.72","FrontierLink Air","Airline","Canada","North America"
"1998","1005","2025-02-10","30","NexaSound Cabin Communication Panel","Cabin Systems","30","18","14214.95","255869.10","FrontierLink Air","Airline","Canada","North America"
"2004","1009","2026-06-02","20","NexaVolt Power Control Unit","Electrical Systems","35","3","28535.79","85607.37","FrontierLink Air","Airline","Canada","North America"
"2062","1039","2025-05-26","8","NexaGear Landing Gear Actuator","Aircraft Components","70","3","67290.69","201872.07","FrontierLink Air","Airline","Canada","North America"
"2063","1039","2025-05-26","24","PowerLink Generator Control Unit","Electrical Systems","50","8","46354.04","370832.32","FrontierLink Air","Airline","Canada","North America"
"2064","1039","2025-05-26","4","AeroSense Air Data Computer","Avionics Systems","40","3","37539.12","112617.36","FrontierLink Air","Airline","Canada","North America"
"2081","1047","2026-08-22","19","AeroPower Distribution Panel","Electrical Systems","40","2","32652.55","65305.10","FrontierLink Air","Airline","Canada","North America"
"2082","1047","2026-08-22","5","FlightGuard Terrain Awareness System","Avionics Systems","55","2","71389.02","142778.04","FrontierLink Air","Airline","Canada","North America"
"2083","1047","2026-08-22","2","SkyLink Communication Control Unit","Avionics Systems","50","1","62209.37","62209.37","FrontierLink Air","Airline","Canada","North America"
"2151","1081","2026-08-30","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","2","18585.96","37171.92","FrontierLink Air","Airline","Canada","North America"
"2152","1081","2026-08-30","8","NexaGear Landing Gear Actuator","Aircraft Components","70","6","68852.19","413113.14","FrontierLink Air","Airline","Canada","North America"
"2153","1081","2026-08-30","6","NexaVision Cockpit Display Unit","Avionics Systems","65","1","95229.72","95229.72","FrontierLink Air","Airline","Canada","North America"
"2154","1082","2026-08-10","21","SkyWire Electrical Harness System","Electrical Systems","25","6","14703.18","88219.08","FrontierLink Air","Airline","Canada","North America"
"2155","1082","2026-08-10","3","Horizon Weather Radar Module","Avionics Systems","45","3","49261.10","147783.30","FrontierLink Air","Airline","Canada","North America"
"2205","1103","2025-04-20","15","NexaTurbine Nozzle Assembly","Engine Components","110","3","179112.26","537336.78","FrontierLink Air","Airline","Canada","North America"
"2206","1103","2025-04-20","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","3","28842.69","86528.07","FrontierLink Air","Airline","Canada","North America"
"2275","1141","2025-12-31","11","FlightCore Control Surface Actuator","Aircraft Components","50","3","35161.80","105485.40","FrontierLink Air","Airline","Canada","North America"
"2276","1141","2025-12-31","1","AeroNav Flight Management Unit","Avionics Systems","60","1","85382.36","85382.36","FrontierLink Air","Airline","Canada","North America"
"2277","1141","2025-12-31","6","NexaVision Cockpit Display Unit","Avionics Systems","65","3","97406.47","292219.41","FrontierLink Air","Airline","Canada","North America"
"2314","1159","2026-05-27","21","SkyWire Electrical Harness System","Electrical Systems","25","10","14677.37","146773.70","FrontierLink Air","Airline","Canada","North America"
"2315","1159","2026-05-27","9","SkyFrame Structural Support Panel","Aircraft Components","40","2","24680.80","49361.60","FrontierLink Air","Airline","Canada","North America"
"2349","1181","2026-09-25","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","5","18132.68","90663.40","FrontierLink Air","Airline","Canada","North America"
"2440","1232","2026-07-22","9","SkyFrame Structural Support Panel","Aircraft Components","40","4","24439.93","97759.72","FrontierLink Air","Airline","Canada","North America"
"2441","1232","2026-07-22","22","FlightCell Backup Battery Unit","Electrical Systems","30","10","12871.18","128711.80","FrontierLink Air","Airline","Canada","North America"
"2442","1232","2026-07-22","23","AeroSwitch Circuit Protection Module","Electrical Systems","20","2","9633.31","19266.62","FrontierLink Air","Airline","Canada","North America"
"2590","1312","2026-08-10","5","FlightGuard Terrain Awareness System","Avionics Systems","55","1","73377.17","73377.17","FrontierLink Air","Airline","Canada","North America"
"2591","1312","2026-08-10","25","NexaSeat Passenger Seat Module","Cabin Systems","30","20","8412.17","168243.40","FrontierLink Air","Airline","Canada","North America"
"2592","1312","2026-08-10","11","FlightCore Control Surface Actuator","Aircraft Components","50","5","35873.38","179366.90","FrontierLink Air","Airline","Canada","North America"
"2725","1382","2026-05-09","12","NexaLock Cargo Door Mechanism","Aircraft Components","45","6","28393.32","170359.92","FrontierLink Air","Airline","Canada","North America"
"2768","1405","2025-10-07","24","PowerLink Generator Control Unit","Electrical Systems","50","2","46441.80","92883.60","FrontierLink Air","Airline","Canada","North America"
"2769","1405","2025-10-07","7","AeroFlex Wing Flap Assembly","Aircraft Components","55","2","41727.19","83454.38","FrontierLink Air","Airline","Canada","North America"
"2794","1419","2025-08-18","22","FlightCell Backup Battery Unit","Electrical Systems","30","2","12397.48","24794.96","FrontierLink Air","Airline","Canada","North America"
"2795","1419","2025-08-18","14","AeroThrust Fuel Control Unit","Engine Components","85","3","117181.32","351543.96","FrontierLink Air","Airline","Canada","North America"
"2796","1419","2025-08-18","21","SkyWire Electrical Harness System","Electrical Systems","25","2","14666.77","29333.54","FrontierLink Air","Airline","Canada","North America"
"2830","1438","2026-11-08","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","5","18239.54","91197.70","FrontierLink Air","Airline","Canada","North America"
"2831","1438","2026-11-08","21","SkyWire Electrical Harness System","Electrical Systems","25","7","14742.41","103196.87","FrontierLink Air","Airline","Canada","North America"
"2832","1438","2026-11-08","22","FlightCell Backup Battery Unit","Electrical Systems","30","9","12562.64","113063.76","FrontierLink Air","Airline","Canada","North America"
"2960","1505","2025-04-22","25","NexaSeat Passenger Seat Module","Cabin Systems","30","19","8520.85","161896.15","FrontierLink Air","Airline","Canada","North America"
"2961","1505","2025-04-22","2","SkyLink Communication Control Unit","Avionics Systems","50","2","63202.78","126405.56","FrontierLink Air","Airline","Canada","North America"
"2962","1505","2025-04-22","30","NexaSound Cabin Communication Panel","Cabin Systems","30","14","14425.46","201956.44","FrontierLink Air","Airline","Canada","North America"
"3017","1531","2025-01-15","22","FlightCell Backup Battery Unit","Electrical Systems","30","5","12693.79","63468.95","FrontierLink Air","Airline","Canada","North America"
"3181","1612","2025-02-18","5","FlightGuard Terrain Awareness System","Avionics Systems","55","3","73308.98","219926.94","FrontierLink Air","Airline","Canada","North America"
"106","54","2025-09-26","10","AeroSeal Hydraulic Valve Assembly","Aircraft Components","35","2","18457.76","36915.52","SunWest Aviation","Airline","United States","North America"
"107","54","2025-09-26","20","NexaVolt Power Control Unit","Electrical Systems","35","10","28332.18","283321.80","SunWest Aviation","Airline","United States","North America"
"135","67","2026-11-07","22","FlightCell Backup Battery Unit","Electrical Systems","30","5","12722.57","63612.85","SunWest Aviation","Airline","United States","North America"
"147","73","2026-08-14","20","NexaVolt Power Control Unit","Electrical Systems","35","6","27323.17","163939.02","SunWest Aviation","Airline","United States","North America"
"231","116","2025-09-11","22","FlightCell Backup Battery Unit","Electrical Systems","30","2","12426.10","24852.20","SunWest Aviation","Airline","United States","North America"
"232","116","2025-09-11","5","FlightGuard Terrain Awareness System","Avionics Systems","55","2","69921.53","139843.06","SunWest Aviation","Airline","United States","North America"
"233","116","2025-09-11","4","AeroSense Air Data Computer","Avionics Systems","40","1","37450.18","37450.18","SunWest Aviation","Airline","United States","North America"
