shipment_id,order_id,order_date,customer_name,customer_type,country,region_name,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_performance,days_vs_expected,order_value
"2780","2941","2026-03-02","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2026-03-12","2026-03-19","2026-03-17","Delivered","On-Time / Early","-2","1423456.24"
"2796","2958","2025-06-04","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2025-06-09","2025-06-16","2025-06-14","Delivered","On-Time / Early","-2","4476154.69"
"2814","2976","2025-12-05","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2025-12-07","2025-12-14","2025-12-12","Delivered","On-Time / Early","-2","3976697.12"
"2815","2977","2025-06-10","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2025-06-20","2025-06-26","2025-06-24","Delivered","On-Time / Early","-2","3888877.92"
"2820","2982","2025-06-06","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2025-06-13","2025-06-18","2025-06-17","Delivered","On-Time / Early","-1","5725742.00"
"2834","2996","2025-07-02","NorthAxis Aircraft Manufacturing","Aircraft Manufacturer","United States","North America","2025-07-05","2025-07-10","2025-07-09","Delivered","On-Time / Early","-1","4111443.43"
"2413","2553","2026-01-18","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-01-20","2026-01-27","2026-01-27","Delivered","On-Time / Early","0","5530085.12"
"2427","2569","2026-02-05","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-02-15","2026-02-21","2026-02-24","Delivered","Late","3","2992273.03"
"2459","2602","2025-09-14","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-09-24","2025-09-27","2025-09-27","Delivered","On-Time / Early","0","3005911.92"
"2463","2607","2026-03-16","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-03-19","2026-03-23","2026-03-21","Delivered","On-Time / Early","-2","2657540.12"
"2467","2611","2025-04-28","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-05-01","2025-05-04","2025-05-03","Delivered","On-Time / Early","-1","2487668.03"
"2475","2619","2025-11-24","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-11-28","2025-12-01","2025-11-30","Delivered","On-Time / Early","-1","2145064.89"
"2488","2632","2025-01-11","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-01-15","2025-01-18","2025-01-16","Delivered","On-Time / Early","-2","846524.05"
"2496","2640","2026-11-16","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-11-20","2026-11-27","2026-11-25","Delivered","On-Time / Early","-2","1945895.22"
"2504","2649","2026-11-03","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-11-09","2026-11-13","2026-11-11","Delivered","On-Time / Early","-2","4315068.36"
"2510","2655","2026-04-17","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-04-23","2026-04-26","2026-04-24","Delivered","On-Time / Early","-2","1244028.00"
"2515","2660","2026-03-09","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-03-15","2026-03-20","2026-03-20","Delivered","On-Time / Early","0","3692805.67"
"2526","2672","2025-06-20","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-06-30","2025-07-03","2025-07-03","Delivered","On-Time / Early","0","2192152.09"
"2542","2689","2026-06-24","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-06-28","2026-07-04","2026-07-03","Delivered","On-Time / Early","-1","1761790.47"
"2549","2696","2026-11-12","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-11-18","2026-11-22","2026-11-22","Delivered","On-Time / Early","0","4312026.64"
"2551","2698","2026-08-31","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-09-04","2026-09-11","2026-09-10","Delivered","On-Time / Early","-1","1598675.09"
"2554","2702","2025-10-05","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-10-11","2025-10-17","2025-10-17","Delivered","On-Time / Early","0","4665226.37"
"2570","2719","2026-02-07","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-02-14","2026-02-20","2026-02-19","Delivered","On-Time / Early","-1","4893569.87"
"2576","2725","2026-05-23","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-06-02","2026-06-06","2026-06-05","Delivered","On-Time / Early","-1","1134946.01"
"2579","2728","2025-01-01","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-01-10","2025-01-17","2025-01-16","Delivered","On-Time / Early","-1","4170680.57"
"2585","2734","2025-01-23","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-01-28","2025-02-01","2025-01-31","Delivered","On-Time / Early","-1","2405133.33"
"2589","2739","2026-03-12","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-03-21","2026-03-27","2026-03-26","Delivered","On-Time / Early","-1","3818322.43"
"2610","2761","2025-07-24","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-07-30","2025-08-04","2025-08-03","Delivered","On-Time / Early","-1","2362346.55"
"2640","2791","2026-07-17","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-07-21","2026-07-26","2026-07-26","Delivered","On-Time / Early","0","3135401.42"
"2646","2797","2026-03-26","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-03-31","2026-04-05","2026-04-03","Delivered","On-Time / Early","-2","4509790.75"
"2656","2808","2026-07-21","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-07-26","2026-07-31","2026-07-30","Delivered","On-Time / Early","-1","3119145.32"
"2662","2814","2025-08-18","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-08-28","2025-09-03","2025-09-01","Delivered","On-Time / Early","-2","533628.66"
"2680","2834","2026-05-22","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-05-27","2026-06-03","2026-06-03","Delivered","On-Time / Early","0","4878966.30"
"2682","2836","2025-02-09","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-02-11","2025-02-14","2025-02-13","Delivered","On-Time / Early","-1","4614705.71"
"2689","2844","2025-10-17","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-10-23","2025-10-29","2025-10-27","Delivered","On-Time / Early","-2","4851130.08"
"2709","2864","2026-11-13","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-11-21","2026-11-24","2026-11-27","Delivered","Late","3","4728183.01"
"2716","2872","2025-12-29","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-01-03","2026-01-06","2026-01-06","Delivered","On-Time / Early","0","3381459.50"
"2728","2887","2025-10-19","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-10-28","2025-11-03","2025-11-01","Delivered","On-Time / Early","-2","2668852.97"
"2744","2903","2025-11-22","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-11-25","2025-12-01","2025-11-29","Delivered","On-Time / Early","-2","4375897.45"
"2746","2905","2025-09-09","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-09-11","2025-09-14","2025-09-12","Delivered","On-Time / Early","-2","5435955.19"
"2782","2943","2026-02-05","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-02-14","2026-02-18","2026-02-16","Delivered","On-Time / Early","-2","3847578.98"
"2802","2964","2025-01-14","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-01-16","2025-01-20","2025-01-19","Delivered","On-Time / Early","-1","5641677.72"
"2810","2972","2025-05-19","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-05-23","2025-05-29","2025-05-27","Delivered","On-Time / Early","-2","2146591.33"
"2813","2975","2025-07-12","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2025-07-19","2025-07-26","2025-07-26","Delivered","On-Time / Early","0","2084333.25"
"2825","2987","2026-09-22","Pacific AeroWorks","Aircraft Manufacturer","United States","North America","2026-09-25","2026-09-30","2026-10-01","Delivered","Late","1","1646688.05"
"2489","2633","2026-03-23","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-03-31","2026-04-06","2026-04-04","Delivered","On-Time / Early","-2","3577311.27"
"2498","2642","2026-05-10","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-05-12","2026-05-17","2026-05-16","Delivered","On-Time / Early","-1","3721702.05"
"2501","2646","2026-11-18","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-11-28","2026-12-03","2026-12-02","Delivered","On-Time / Early","-1","2773766.59"
"2505","2650","2025-05-14","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-05-19","2025-05-23","2025-05-22","Delivered","On-Time / Early","-1","2431624.33"
"2518","2663","2025-04-24","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-05-02","2025-05-07","2025-05-05","Delivered","On-Time / Early","-2","3202374.69"
"2520","2665","2025-10-10","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-10-14","2025-10-17","2025-10-31","Delivered","Late","14","1655631.20"
"2525","2671","2026-12-06","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-12-09","2026-12-14",\N,"In Transit","Not Delivered",\N,"1222023.43"
"2539","2685","2025-02-01","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-02-07","2025-02-11","2025-02-10","Delivered","On-Time / Early","-1","5100303.75"
"2580","2729","2025-09-11","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-09-14","2025-09-18","2025-09-16","Delivered","On-Time / Early","-2","3029769.81"
"2594","2744","2026-05-31","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-06-08","2026-06-15","2026-06-14","Delivered","On-Time / Early","-1","1053180.70"
"2603","2753","2025-06-12","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-06-15","2025-06-22","2025-06-22","Delivered","On-Time / Early","0","2903208.57"
"2611","2762","2025-10-20","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-10-29","2025-11-04","2025-11-06","Delivered","Late","2","4253260.53"
"2628","2779","2025-09-25","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-09-27","2025-09-30","2025-09-30","Delivered","On-Time / Early","0","2001160.36"
"2702","2857","2025-12-03","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-12-11","2025-12-16","2025-12-16","Delivered","On-Time / Early","0","5301859.53"
"2707","2862","2026-03-05","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-03-11","2026-03-18","2026-03-17","Delivered","On-Time / Early","-1","1450698.42"
"2729","2888","2026-03-26","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-04-01","2026-04-05","2026-04-06","Delivered","Late","1","3722395.42"
"2750","2910","2026-09-18","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-09-23","2026-09-30","2026-09-28","Delivered","On-Time / Early","-2","2738133.37"
"2786","2947","2025-04-06","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2025-04-11","2025-04-17","2025-04-16","Delivered","On-Time / Early","-1","2885742.45"
"2799","2961","2026-10-30","Maple Aerospace Industries","Aircraft Manufacturer","Canada","North America","2026-11-04","2026-11-08","2026-11-08","Delivered","On-Time / Early","0","4282203.94"
"30","33","2025-10-31","EuroSky Airlines","Airline","Germany","Europe","2025-11-07","2025-11-11","2025-11-11","Delivered","On-Time / Early","0","67589.61"
"47","50","2026-09-12","EuroSky Airlines","Airline","Germany","Europe","2026-09-14","2026-09-18","2026-10-01","Delivered","Late","13","165708.60"
"159","167","2026-07-12","EuroSky Airlines","Airline","Germany","Europe","2026-07-18","2026-07-23","2026-07-23","Delivered","On-Time / Early","0","306323.94"
"227","242","2026-09-17","EuroSky Airlines","Airline","Germany","Europe","2026-09-24","2026-09-27","2026-09-30","Delivered","Late","3","581329.20"
"387","408","2026-06-05","EuroSky Airlines","Airline","Germany","Europe","2026-06-13","2026-06-18","2026-06-21","Delivered","Late","3","305144.29"
"504","534","2026-06-18","EuroSky Airlines","Airline","Germany","Europe","2026-06-28","2026-07-05","2026-07-04","Delivered","On-Time / Early","-1","89291.82"
"757","807","2026-09-19","EuroSky Airlines","Airline","Germany","Europe","2026-09-22","2026-09-27","2026-09-26","Delivered","On-Time / Early","-1","483089.99"
"761","811","2025-09-29","EuroSky Airlines","Airline","Germany","Europe","2025-10-04","2025-10-08","2025-10-15","Delivered","Late","7","864628.05"
"784","836","2026-08-27","EuroSky Airlines","Airline","Germany","Europe","2026-08-30","2026-09-02","2026-08-31","Delivered","On-Time / Early","-2","348941.25"
"1016","1086","2025-06-24","EuroSky Airlines","Airline","Germany","Europe","2025-07-01","2025-07-06","2025-07-04","Delivered","On-Time / Early","-2","109102.23"
"1044","1114","2025-09-27","EuroSky Airlines","Airline","Germany","Europe","2025-10-02","2025-10-08","2025-10-08","Delivered","On-Time / Early","0","71841.84"
"1069","1140","2025-07-31","EuroSky Airlines","Airline","Germany","Europe","2025-08-02","2025-08-07","2025-08-06","Delivered","On-Time / Early","-1","388060.94"
"1089","1162","2025-03-03","EuroSky Airlines","Airline","Germany","Europe","2025-03-13","2025-03-17","2025-03-17","Delivered","On-Time / Early","0","93095.00"
"1099","1173","2025-12-18","EuroSky Airlines","Airline","Germany","Europe","2025-12-21","2025-12-27","2026-01-01","Delivered","Late","5","98809.66"
"1141","1217","2026-11-14","EuroSky Airlines","Airline","Germany","Europe","2026-11-22","2026-11-26","2026-11-26","Delivered","On-Time / Early","0","185173.70"
"1312","1393","2025-11-06","EuroSky Airlines","Airline","Germany","Europe","2025-11-09","2025-11-12","2025-11-15","Delivered","Late","3","136906.23"
"1544","1636","2025-03-31","EuroSky Airlines","Airline","Germany","Europe","2025-04-04","2025-04-07","2025-04-07","Delivered","On-Time / Early","0","452820.79"
"8","9","2025-11-11","Alpine Airways","Airline","Germany","Europe","2025-11-20","2025-11-26","2025-11-26","Delivered","On-Time / Early","0","70315.07"
"93","99","2025-06-04","Alpine Airways","Airline","Germany","Europe","2025-06-09","2025-06-16","2025-06-14","Delivered","On-Time / Early","-2","216513.12"
"141","148","2025-10-31","Alpine Airways","Airline","Germany","Europe","2025-11-07","2025-11-11","2025-11-17","Delivered","Late","6","38904.76"
"154","162","2025-06-10","Alpine Airways","Airline","Germany","Europe","2025-06-18","2025-06-21","2025-06-19","Delivered","On-Time / Early","-2","338994.30"
"189","200","2026-12-16","Alpine Airways","Airline","Germany","Europe","2026-12-22","2026-12-25","2026-12-26","Delivered","Late","1","220619.23"
"239","255","2025-12-08","Alpine Airways","Airline","Germany","Europe","2025-12-15","2025-12-18","2025-12-18","Delivered","On-Time / Early","0","304256.83"
"349","368","2026-08-12","Alpine Airways","Airline","Germany","Europe","2026-08-18","2026-08-25","2026-08-23","Delivered","On-Time / Early","-2","37411.82"
"374","395","2025-03-10","Alpine Airways","Airline","Germany","Europe","2025-03-20","2025-03-26","2025-03-24","Delivered","On-Time / Early","-2","18217.36"
"435","459","2026-11-29","Alpine Airways","Airline","Germany","Europe","2026-12-02","2026-12-07",\N,"In Transit","Not Delivered",\N,"97966.86"
"499","528","2025-01-17","Alpine Airways","Airline","Germany","Europe","2025-01-25","2025-01-31","2025-01-29","Delivered","On-Time / Early","-2","315432.42"
"552","584","2026-08-01","Alpine Airways","Airline","Germany","Europe","2026-08-03","2026-08-06","2026-08-05","Delivered","On-Time / Early","-1","250049.84"
"555","587","2026-03-24","Alpine Airways","Airline","Germany","Europe","2026-04-02","2026-04-05","2026-04-03","Delivered","On-Time / Early","-2","190681.96"
"601","637","2026-04-19","Alpine Airways","Airline","Germany","Europe","2026-04-25","2026-04-29","2026-04-27","Delivered","On-Time / Early","-2","44212.53"
"620","658","2025-10-09","Alpine Airways","Airline","Germany","Europe","2025-10-11","2025-10-17","2025-10-15","Delivered","On-Time / Early","-2","206728.64"
"718","764","2026-12-30","Alpine Airways","Airline","Germany","Europe","2027-01-08","2027-01-14","2027-01-14","Delivered","On-Time / Early","0","781200.75"
"774","824","2025-11-01","Alpine Airways","Airline","Germany","Europe","2025-11-06","2025-11-12","2025-11-12","Delivered","On-Time / Early","0","274185.83"
"996","1065","2026-05-15","Alpine Airways","Airline","Germany","Europe","2026-05-21","2026-05-27","2026-05-27","Delivered","On-Time / Early","0","334664.04"
"1055","1125","2025-10-11","Alpine Airways","Airline","Germany","Europe","2025-10-13","2025-10-16","2025-10-15","Delivered","On-Time / Early","-1","227755.57"
"1068","1139","2025-07-24","Alpine Airways","Airline","Germany","Europe","2025-07-26","2025-07-29","2025-07-28","Delivered","On-Time / Early","-1","234033.76"
"1120","1195","2026-09-04","Alpine Airways","Airline","Germany","Europe","2026-09-11","2026-09-15","2026-09-13","Delivered","On-Time / Early","-2","82914.70"
"1276","1354","2026-05-21","Alpine Airways","Airline","Germany","Europe","2026-05-30","2026-06-05","2026-06-05","Delivered","On-Time / Early","0","265900.65"
"1278","1356","2025-01-07","Alpine Airways","Airline","Germany","Europe","2025-01-16","2025-01-22","2025-01-22","Delivered","On-Time / Early","0","59720.04"
"1474","1561","2025-11-30","Alpine Airways","Airline","Germany","Europe","2025-12-08","2025-12-15","2025-12-15","Delivered","On-Time / Early","0","351102.17"
"1504","1593","2025-12-09","Alpine Airways","Airline","Germany","Europe","2025-12-17","2025-12-23","2025-12-21","Delivered","On-Time / Early","-2","267483.40"
"1554","1646","2026-04-20","Alpine Airways","Airline","Germany","Europe","2026-04-24","2026-04-30","2026-04-29","Delivered","On-Time / Early","-1","963780.57"
"35","38","2026-08-07","Atlantic Europa Airlines","Airline","France","Europe","2026-08-09","2026-08-16","2026-08-16","Delivered","On-Time / Early","0","124046.20"
"107","113","2026-03-08","Atlantic Europa Airlines","Airline","France","Europe","2026-03-11","2026-03-15","2026-03-14","Delivered","On-Time / Early","-1","364542.51"
"125","131","2026-08-30","Atlantic Europa Airlines","Airline","France","Europe","2026-09-04","2026-09-10","2026-09-10","Delivered","On-Time / Early","0","457291.38"
"146","153","2025-02-22","Atlantic Europa Airlines","Airline","France","Europe","2025-03-01","2025-03-07","2025-03-06","Delivered","On-Time / Early","-1","406017.36"
"185","196","2026-06-04","Atlantic Europa Airlines","Airline","France","Europe","2026-06-10","2026-06-14","2026-06-12","Delivered","On-Time / Early","-2","429923.96"
"205","218","2026-10-16","Atlantic Europa Airlines","Airline","France","Europe","2026-10-26","2026-11-01","2026-11-08","Delivered","Late","7","365915.84"
"293","310","2025-04-19","Atlantic Europa Airlines","Airline","France","Europe","2025-04-22","2025-04-29","2025-04-28","Delivered","On-Time / Early","-1","38020.74"
"346","365","2025-10-23","Atlantic Europa Airlines","Airline","France","Europe","2025-10-25","2025-10-28","2025-10-27","Delivered","On-Time / Early","-1","348126.90"
"363","383","2025-12-06","Atlantic Europa Airlines","Airline","France","Europe","2025-12-14","2025-12-17","2025-12-16","Delivered","On-Time / Early","-1","368774.10"
"366","386","2026-06-16","Atlantic Europa Airlines","Airline","France","Europe","2026-06-18","2026-06-24","2026-06-24","Delivered","On-Time / Early","0","267015.11"
"380","401","2025-05-01","Atlantic Europa Airlines","Airline","France","Europe","2025-05-06","2025-05-10","2025-05-09","Delivered","On-Time / Early","-1","231372.24"
"411","435","2026-03-05","Atlantic Europa Airlines","Airline","France","Europe","2026-03-08","2026-03-11","2026-03-10","Delivered","On-Time / Early","-1","343751.69"
"449","475","2026-07-06","Atlantic Europa Airlines","Airline","France","Europe","2026-07-11","2026-07-15","2026-07-14","Delivered","On-Time / Early","-1","278272.77"
"486","514","2026-02-10","Atlantic Europa Airlines","Airline","France","Europe","2026-02-17","2026-02-21","2026-02-20","Delivered","On-Time / Early","-1","127903.98"
"539","571","2026-06-24","Atlantic Europa Airlines","Airline","France","Europe","2026-07-01","2026-07-08","2026-07-07","Delivered","On-Time / Early","-1","437280.52"
"570","603","2025-11-05","Atlantic Europa Airlines","Airline","France","Europe","2025-11-09","2025-11-12","2025-11-10","Delivered","On-Time / Early","-2","422973.66"
"607","643","2025-04-27","Atlantic Europa Airlines","Airline","France","Europe","2025-05-07","2025-05-11","2025-05-11","Delivered","On-Time / Early","0","73635.83"
"664","706","2025-05-24","Atlantic Europa Airlines","Airline","France","Europe","2025-05-30","2025-06-05","2025-06-06","Delivered","Late","1","352078.71"
"668","711","2025-04-26","Atlantic Europa Airlines","Airline","France","Europe","2025-05-01","2025-05-04","2025-05-02","Delivered","On-Time / Early","-2","494922.23"
"685","730","2025-03-07","Atlantic Europa Airlines","Airline","France","Europe","2025-03-10","2025-03-16","2025-03-19","Delivered","Late","3","687164.91"
"697","743","2026-09-30","Atlantic Europa Airlines","Airline","France","Europe","2026-10-10","2026-10-16","2026-10-16","Delivered","On-Time / Early","0","351898.80"
"735","781","2026-06-23","Atlantic Europa Airlines","Airline","France","Europe","2026-06-27","2026-07-02","2026-07-02","Delivered","On-Time / Early","0","513599.57"
"738","784","2026-02-02","Atlantic Europa Airlines","Airline","France","Europe","2026-02-08","2026-02-12","2026-02-12","Delivered","On-Time / Early","0","537206.50"
"740","787","2025-04-13","Atlantic Europa Airlines","Airline","France","Europe","2025-04-17","2025-04-24","2025-04-23","Delivered","On-Time / Early","-1","355662.72"
"767","817","2025-11-23","Atlantic Europa Airlines","Airline","France","Europe","2025-12-01","2025-12-08","2025-12-08","Delivered","On-Time / Early","0","240402.86"
"829","885","2025-10-30","Atlantic Europa Airlines","Airline","France","Europe","2025-11-02","2025-11-07","2025-11-05","Delivered","On-Time / Early","-2","234115.78"
"860","917","2026-10-18","Atlantic Europa Airlines","Airline","France","Europe","2026-10-20","2026-10-24","2026-10-23","Delivered","On-Time / Early","-1","450690.08"
"985","1054","2025-07-21","Atlantic Europa Airlines","Airline","France","Europe","2025-07-27","2025-08-02","2025-08-02","Delivered","On-Time / Early","0","167877.14"
"1018","1088","2026-06-08","Atlantic Europa Airlines","Airline","France","Europe","2026-06-15","2026-06-21","2026-06-19","Delivered","On-Time / Early","-2","501737.01"
"1064","1135","2025-09-27","Atlantic Europa Airlines","Airline","France","Europe","2025-10-02","2025-10-08","2025-10-11","Delivered","Late","3","98669.68"
"1082","1155","2026-02-15","Atlantic Europa Airlines","Airline","France","Europe","2026-02-17","2026-02-23","2026-02-23","Delivered","On-Time / Early","0","183860.86"
"1100","1174","2026-12-29","Atlantic Europa Airlines","Airline","France","Europe","2027-01-05","2027-01-09","2027-01-09","Delivered","On-Time / Early","0","93292.87"
"1116","1191","2026-02-27","Atlantic Europa Airlines","Airline","France","Europe","2026-03-08","2026-03-11","2026-03-11","Delivered","On-Time / Early","0","205044.76"
"1136","1212","2026-03-30","Atlantic Europa Airlines","Airline","France","Europe","2026-04-05","2026-04-12","2026-04-10","Delivered","On-Time / Early","-2","37229.97"
"1174","1250","2026-11-04","Atlantic Europa Airlines","Airline","France","Europe","2026-11-13","2026-11-16",\N,"In Transit","Not Delivered",\N,"285826.82"
"1190","1266","2026-08-20","Atlantic Europa Airlines","Airline","France","Europe","2026-08-25","2026-08-28","2026-08-28","Delivered","On-Time / Early","0","51999.31"
"1207","1283","2026-06-21","Atlantic Europa Airlines","Airline","France","Europe","2026-06-25","2026-06-29","2026-07-02","Delivered","Late","3","356359.50"
"1388","1472","2025-10-12","Atlantic Europa Airlines","Airline","France","Europe","2025-10-16","2025-10-20","2025-10-18","Delivered","On-Time / Early","-2","474243.86"
"1391","1475","2025-06-29","Atlantic Europa Airlines","Airline","France","Europe","2025-07-02","2025-07-07","2025-07-07","Delivered","On-Time / Early","0","403998.72"
"1404","1488","2025-04-11","Atlantic Europa Airlines","Airline","France","Europe","2025-04-18","2025-04-21","2025-04-21","Delivered","On-Time / Early","0","25687.50"
"1409","1493","2025-10-18","Atlantic Europa Airlines","Airline","France","Europe","2025-10-27","2025-11-01","2025-10-30","Delivered","On-Time / Early","-2","380203.62"
"1468","1555","2026-03-22","Atlantic Europa Airlines","Airline","France","Europe","2026-03-29","2026-04-03","2026-04-01","Delivered","On-Time / Early","-2","132459.42"
"1485","1573","2025-09-10","Atlantic Europa Airlines","Airline","France","Europe","2025-09-16","2025-09-21","2025-09-21","Delivered","On-Time / Early","0","164561.16"
"1527","1617","2026-03-28","Atlantic Europa Airlines","Airline","France","Europe","2026-03-31","2026-04-06","2026-04-04","Delivered","On-Time / Early","-2","38135.52"
"59","64","2025-09-12","Iberia Horizon Air","Airline","Spain","Europe","2025-09-16","2025-09-22","2025-09-21","Delivered","On-Time / Early","-1","282641.52"
"92","98","2025-12-10","Iberia Horizon Air","Airline","Spain","Europe","2025-12-16","2025-12-20","2025-12-19","Delivered","On-Time / Early","-1","392833.53"
"126","132","2025-03-30","Iberia Horizon Air","Airline","Spain","Europe","2025-04-02","2025-04-08","2025-04-08","Delivered","On-Time / Early","0","18760.80"
"134","140","2025-04-06","Iberia Horizon Air","Airline","Spain","Europe","2025-04-08","2025-04-11","2025-04-11","Delivered","On-Time / Early","0","83275.61"
"170","179","2025-12-08","Iberia Horizon Air","Airline","Spain","Europe","2025-12-17","2025-12-20","2025-12-18","Delivered","On-Time / Early","-2","501117.97"
"200","213","2026-12-12","Iberia Horizon Air","Airline","Spain","Europe","2026-12-17","2026-12-23","2026-12-22","Delivered","On-Time / Early","-1","558439.18"
"201","214","2025-02-27","Iberia Horizon Air","Airline","Spain","Europe","2025-03-06","2025-03-13","2025-03-11","Delivered","On-Time / Early","-2","202821.05"
"279","295","2025-03-25","Iberia Horizon Air","Airline","Spain","Europe","2025-04-03","2025-04-06","2025-04-04","Delivered","On-Time / Early","-2","296121.90"
"290","307","2026-03-04","Iberia Horizon Air","Airline","Spain","Europe","2026-03-12","2026-03-17","2026-03-17","Delivered","On-Time / Early","0","266659.85"
"337","355","2025-06-14","Iberia Horizon Air","Airline","Spain","Europe","2025-06-24","2025-06-30","2025-06-29","Delivered","On-Time / Early","-1","377400.54"
"362","382","2025-07-15","Iberia Horizon Air","Airline","Spain","Europe","2025-07-17","2025-07-23","2025-07-21","Delivered","On-Time / Early","-2","68493.45"
"378","399","2026-10-28","Iberia Horizon Air","Airline","Spain","Europe","2026-11-01","2026-11-05","2026-11-05","Delivered","On-Time / Early","0","306999.76"
"409","433","2025-05-06","Iberia Horizon Air","Airline","Spain","Europe","2025-05-15","2025-05-19","2025-05-23","Delivered","Late","4","70751.78"
"410","434","2025-02-21","Iberia Horizon Air","Airline","Spain","Europe","2025-02-25","2025-03-04","2025-03-02","Delivered","On-Time / Early","-2","634961.70"
"515","547","2025-12-07","Iberia Horizon Air","Airline","Spain","Europe","2025-12-11","2025-12-18","2025-12-17","Delivered","On-Time / Early","-1","135714.00"
"522","554","2026-01-15","Iberia Horizon Air","Airline","Spain","Europe","2026-01-18","2026-01-25","2026-01-25","Delivered","On-Time / Early","0","419448.48"
"571","604","2026-03-22","Iberia Horizon Air","Airline","Spain","Europe","2026-03-29","2026-04-04","2026-04-03","Delivered","On-Time / Early","-1","547384.99"
"574","607","2025-05-19","Iberia Horizon Air","Airline","Spain","Europe","2025-05-27","2025-06-01","2025-05-31","Delivered","On-Time / Early","-1","361566.63"
"616","652","2026-05-17","Iberia Horizon Air","Airline","Spain","Europe","2026-05-22","2026-05-27","2026-05-25","Delivered","On-Time / Early","-2","139237.12"
"642","684","2026-05-22","Iberia Horizon Air","Airline","Spain","Europe","2026-06-01","2026-06-08","2026-06-08","Delivered","On-Time / Early","0","745032.86"
"650","692","2026-10-03","Iberia Horizon Air","Airline","Spain","Europe","2026-10-10","2026-10-13","2026-10-11","Delivered","On-Time / Early","-2","145068.76"
"674","719","2025-06-06","Iberia Horizon Air","Airline","Spain","Europe","2025-06-11","2025-06-18","2025-06-17","Delivered","On-Time / Early","-1","489320.38"
